unique_member_code,last_name,full_name,first_name,date_of_death,membership_start_date,membership_end_date,constituency_name,constituency_code,dail_code,dail_term,dail_chamber_type,dail_number,party,party_code,party_start_date,party_end_date,committee_1_expiry_type,committee_1_status,committee_1_member_start_date,committee_1_member_end_date,committee_1_name_en,committee_1_name_start_date,committee_1_name_end_date,committee_1_start_date,committee_1_end_date,committee_1_type,committee_1_main_status,committee_2_expiry_type,committee_2_status,committee_2_member_start_date,committee_2_member_end_date,committee_2_name_en,committee_2_name_start_date,committee_2_name_end_date,committee_2_start_date,committee_2_end_date,committee_2_type,committee_2_main_status,committee_3_expiry_type,committee_3_status,committee_3_member_start_date,committee_3_member_end_date,committee_3_name_en,committee_3_name_start_date,committee_3_name_end_date,committee_3_start_date,committee_3_end_date,committee_3_type,committee_3_main_status,committee_1_role_title,committee_1_role_start_date,committee_1_role_end_date,committee_3_role_title,committee_3_role_start_date,committee_3_role_end_date,committee_4_expiry_type,committee_4_status,committee_4_member_start_date,committee_4_member_end_date,committee_4_name_en,committee_4_name_start_date,committee_4_name_end_date,committee_4_start_date,committee_4_end_date,committee_4_type,committee_4_main_status,office_1_name,office_1_start_date,office_1_end_date,committee_1_alt_name_en,committee_1_alt_name_start_date,committee_1_alt_name_end_date,committee_4_alt_name_en,committee_4_alt_name_start_date,committee_4_alt_name_end_date,committee_5_expiry_type,committee_5_status,committee_5_member_start_date,committee_5_member_end_date,committee_5_name_en,committee_5_name_start_date,committee_5_name_end_date,committee_5_start_date,committee_5_end_date,committee_5_type,committee_5_main_status,committee_6_expiry_type,committee_6_status,committee_6_member_start_date,committee_6_member_end_date,committee_6_name_en,committee_6_name_start_date,committee_6_name_end_date,committee_6_start_date,committee_6_end_date,committee_6_type,committee_6_main_status,committee_7_expiry_type,committee_7_status,committee_7_member_start_date,committee_7_member_end_date,committee_7_name_en,committee_7_name_start_date,committee_7_name_end_date,committee_7_start_date,committee_7_end_date,committee_7_type,committee_7_main_status,committee_8_expiry_type,committee_8_status,committee_8_member_start_date,committee_8_member_end_date,committee_8_name_en,committee_8_name_start_date,committee_8_name_end_date,committee_8_start_date,committee_8_end_date,committee_8_type,committee_8_main_status,committee_2_role_title,committee_2_role_start_date,committee_2_role_end_date,committee_4_role_title,committee_4_role_start_date,committee_4_role_end_date,committee_7_role_title,committee_7_role_start_date,committee_7_role_end_date,committee_9_expiry_type,committee_9_status,committee_9_member_start_date,committee_9_member_end_date,committee_9_name_en,committee_9_name_start_date,committee_9_name_end_date,committee_9_start_date,committee_9_end_date,committee_9_type,committee_9_main_status,committee_10_expiry_type,committee_10_status,committee_10_member_start_date,committee_10_member_end_date,committee_10_name_en,committee_10_name_start_date,committee_10_name_end_date,committee_10_start_date,committee_10_end_date,committee_10_type,committee_10_main_status,committee_10_role_title,office_2_name,office_2_start_date,office_2_end_date,committee_5_role_title,committee_5_role_start_date,committee_5_role_end_date,committee_6_role_title,committee_6_role_start_date,committee_6_role_end_date,office_3_name,office_3_start_date,office_3_end_date,office_4_name,office_4_start_date,office_4_end_date,committee_2_alt_name_en,committee_2_alt_name_start_date,committee_2_alt_name_end_date,committee_8_alt_name_en,committee_8_alt_name_start_date,committee_8_alt_name_end_date,committee_11_expiry_type,committee_11_status,committee_11_member_start_date,committee_11_member_end_date,committee_11_name_en,committee_11_name_start_date,committee_11_name_end_date,committee_11_start_date,committee_11_end_date,committee_11_type,committee_11_main_status,committee_11_role,committee_12_expiry_type,committee_12_status,committee_12_member_start_date,committee_12_member_end_date,committee_12_service_unit,committee_12_name_en,committee_12_name_start_date,committee_12_name_end_date,committee_12_start_date,committee_12_end_date,committee_12_type,committee_12_main_status,committee_12_role,committee_6_alt_name_en,committee_6_alt_name_start_date,committee_6_alt_name_end_date,committee_3_alt_name_en,committee_3_alt_name_start_date,committee_3_alt_name_end_date,office_5_start_date,office_5_end_date,office_5_name,office_6_start_date,office_6_end_date,office_6_name,party_1_name,party_1_code,party_1_start_date,party_1_end_date,party_2_name,party_2_code,party_2_start_date,party_2_end_date,committee_8_role_title,committee_8_role_start_date,committee_8_role_end_date,committee_12_role_title,committee_12_role_start_date,committee_12_role_end_date,ministerial_office,year_elected
Martin-Kenny.D.2016-10-03,Kenny,Martin Kenny,Martin,,2024-11-29,,Sligo-Leitrim,Sligo-Leitrim,dail,34th Dáil,house,34,Sinn Féin,Sinn_Féin,2024-11-29,,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,Joint Committee on Agriculture and Food,2025-05-01 00:00:00+00:00,,2025-05-07 00:00:00+00:00,,Shadow Department,Live,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,Select Committee on Agriculture and Food,2025-05-01 00:00:00+00:00,,2025-04-30 00:00:00+00:00,,Shadow Department,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,2016
Keira-Keogh.D.2024-11-29,Keogh,Keira Keogh,Keira,,2024-11-29,,Mayo,Mayo,dail,34th Dáil,house,34,Fine Gael,Fine_Gael,2024-11-29,,Standing,Live - Primary,2025-05-07 00:00:00+00:00,,Working Group of Committee Cathaoirligh,2025-01-29 00:00:00+00:00,,2025-02-12 00:00:00+00:00,,The Committee System and Parliamentary Administration,Live,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,Joint Committee on Disability Matters,2025-05-01 00:00:00+00:00,,2025-05-13 00:00:00+00:00,,Shadow Department,Live,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,Joint Committee on Children and Equality,2025-05-01 00:00:00+00:00,,2025-05-13 00:00:00+00:00,,Shadow Department,Live,,,,Cathaoirleach,2025-05-07 00:00:00+00:00,,Special,Live - Primary,2025-05-07 00:00:00+00:00,,Joint Committee on Artificial Intelligence,2025-05-01 00:00:00+00:00,,2025-05-12 00:00:00+00:00,,Policy,Live,,,,,,,,,,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,Select Committee on Disability Matters,2025-05-01 00:00:00+00:00,,2025-04-30 00:00:00+00:00,,Shadow Department,Live,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,Select Committee on Children and Equality,2025-05-01 00:00:00+00:00,,2025-04-30 00:00:00+00:00,,Shadow Department,Live,Standing,Live - Primary,2025-01-24 00:00:00+00:00,,Committee on Standing Orders and Dáil Reform,2024-11-29 00:00:00+00:00,,2024-12-18 00:00:00+00:00,,Parliamentary Regulation and Reform,Live,Special,Live - Primary,2025-05-07 00:00:00+00:00,,Select Committee on Artificial Intelligence,2025-05-01 00:00:00+00:00,,2025-04-30 00:00:00+00:00,,Policy,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cathaoirleach,2025-05-07 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Select Committee on Children and Equality,2025-05-01 00:00:00+00:00,,Joint Committee on Children and Equality,2025-05-01 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,false,2024
Claire-Kerrane.D.2020-02-08,Kerrane,Claire Kerrane,Claire,,2024-11-29,,Roscommon-Galway,Roscommon-Galway,dail,34th Dáil,house,34,Sinn Féin,Sinn_Féin,2024-11-29,,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,Joint Committee on Children and Equality,2025-05-01 00:00:00+00:00,,2025-05-13 00:00:00+00:00,,Shadow Department,Live,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,2025-05-28 00:00:00+00:00,Joint Committee on Disability Matters,2025-05-01 00:00:00+00:00,,2025-05-13 00:00:00+00:00,,Shadow Department,Live,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,Select Committee on Children and Equality,2025-05-01 00:00:00+00:00,,2025-04-30 00:00:00+00:00,,Shadow Department,Live,,,,,,,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,2025-05-28 00:00:00+00:00,Select Committee on Disability Matters,2025-05-01 00:00:00+00:00,,2025-04-30 00:00:00+00:00,,Shadow Department,Live,,,,Joint Committee on Children and Equality,2025-05-01 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Select Committee on Children and Equality,2025-05-01 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,false,2020
Seán-Kyne.D.2011-03-09,Kyne,Seán Kyne,Seán,,2026-05-25,,Galway West,Galway-West,dail,34th Dáil,house,34,Fine Gael,Fine_Gael,2026-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,2011
John-Lahart.D.2016-10-03,Lahart,John Lahart,John,,2024-11-29,,Dublin South-West,Dublin-South-West,dail,34th Dáil,house,34,Fianna Fáil,Fianna_Fáil,2024-11-29,,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,Joint Committee on Foreign Affairs and Trade,2025-05-01 00:00:00+00:00,,2025-05-07 00:00:00+00:00,,Shadow Department,Live,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,Joint Committee on European Union Affairs,2025-05-01 00:00:00+00:00,,2025-05-13 00:00:00+00:00,,Shadow Department,Live,Standing,Live - Primary,2025-05-07 00:00:00+00:00,,Working Group of Committee Cathaoirligh,2025-01-29 00:00:00+00:00,,2025-02-12 00:00:00+00:00,,The Committee System and Parliamentary Administration,Live,Cathaoirleach,2025-05-07 00:00:00+00:00,,,,,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,Select Committee on European Union Affairs,2025-05-01 00:00:00+00:00,,2025-04-30 00:00:00+00:00,,Shadow Department,Live,,,,,,,,,,Standing,Live - Primary,2025-01-24 00:00:00+00:00,2025-07-17 00:00:00+00:00,Committee on Standing Orders and Dáil Reform,2024-11-29 00:00:00+00:00,,2024-12-18 00:00:00+00:00,,Parliamentary Regulation and Reform,Live,Standing,Live - Primary,2025-05-07 00:00:00+00:00,,Committee on Members' Interests of Dáil Éireann,2024-11-29 00:00:00+00:00,,2024-12-18 00:00:00+00:00,,Statutory,Live,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,Select Committee on Foreign Affairs and Trade,2025-05-01 00:00:00+00:00,,2025-04-30 00:00:00+00:00,,Shadow Department,Live,,,,,,,,,,,,,,,,,,Cathaoirleach,2025-05-07 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,2016
James-Lawless.D.2016-10-03,Lawless,James Lawless,James,,2024-11-29,,Kildare North,Kildare-North,dail,34th Dáil,house,34,Fianna Fáil,Fianna_Fáil,2024-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Minister for Further and Higher Education, Research, Innovation and Science",2025-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2016
Paul-Lawless.D.2024-11-29,Lawless,Paul Lawless,Paul,,2024-11-29,,Mayo,Mayo,dail,34th Dáil,house,34,Aontú,Aontú,2024-11-29,,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,Joint Committee on Agriculture and Food,2025-05-01 00:00:00+00:00,,2025-05-07 00:00:00+00:00,,Shadow Department,Live,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,Select Committee on Agriculture and Food,2025-05-01 00:00:00+00:00,,2025-04-30 00:00:00+00:00,,Shadow Department,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,2024
George-Lawlor.D.2024-11-29,Lawlor,George Lawlor,George,,2024-11-29,,Wexford,Wexford,dail,34th Dáil,house,34,Labour Party,Labour_Party,2024-11-29,,Standing,Live - Primary,2025-05-07 00:00:00+00:00,2025-05-07 00:00:00+00:00,Working Group of Committee Cathaoirligh,2025-01-29 00:00:00+00:00,,2025-02-12 00:00:00+00:00,,The Committee System and Parliamentary Administration,Live,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,"Joint Committee on Enterprise, Tourism and Employment",2025-05-01 00:00:00+00:00,,2025-05-13 00:00:00+00:00,,Shadow Department,Live,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,Joint Committee on Key Issues Affecting the Traveller Community,2025-05-01 00:00:00+00:00,,2025-05-12 00:00:00+00:00,,Policy,Live,,,,Cathaoirleach,2025-05-07 00:00:00+00:00,,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,"Select Committee on Enterprise, Tourism and Employment",2025-05-01 00:00:00+00:00,,2025-04-30 00:00:00+00:00,,Shadow Department,Live,,,,,,,,,,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,Select Committee on Key Issues Affecting the Traveller Community,2025-05-01 00:00:00+00:00,,2025-04-30 00:00:00+00:00,,Policy,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cathaoirleach,2025-05-07 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,2024
Michael-Lowry.D.1987-03-10,Lowry,Michael Lowry,Michael,,2024-11-29,,Tipperary North,Tipperary-North,dail,34th Dáil,house,34,Independent,Independent,2024-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1987
Pádraig-MacLochlainn.D.2011-03-09,Mac Lochlainn,Pádraig Mac Lochlainn,Pádraig,,2024-11-29,,Donegal,Donegal,dail,34th Dáil,house,34,Sinn Féin,Sinn_Féin,2024-11-29,,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,Joint Committee on Fisheries and Maritime Affairs,2025-05-01 00:00:00+00:00,,2025-05-07 00:00:00+00:00,,Shadow Department,Live,Standing,Live - Primary,2025-05-21 00:00:00+00:00,,Joint Committee on Remit Oversight,2025-01-29 00:00:00+00:00,,2025-02-12 00:00:00+00:00,,Parliamentary Regulation and Reform,Live,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,Select Committee on Fisheries and Maritime Affairs,2025-05-01 00:00:00+00:00,,2025-04-30 00:00:00+00:00,,Shadow Department,Live,,,,,,,Standing,Live - Primary,2025-01-16 00:00:00+00:00,,Business Committee (Dáil Éireann),2024-11-29 00:00:00+00:00,,2024-12-18 00:00:00+00:00,,Parliamentary Business and Committee Membership,Live,,,,,,,,,,Standing,Live - Primary,2025-01-16 00:00:00+00:00,,Committee on Standing Orders and Dáil Reform,2024-11-29 00:00:00+00:00,,2024-12-18 00:00:00+00:00,,Parliamentary Regulation and Reform,Live,Standing,Live - Primary,2025-01-16 00:00:00+00:00,,Committee of Selection (Dáil Éireann),2024-11-29 00:00:00+00:00,,2024-12-18 00:00:00+00:00,,Parliamentary Business and Committee Membership,Live,Standing,Live - Primary,2025-05-21 00:00:00+00:00,,Committee on Parliamentary Privileges and Oversight (Dáil Éireann),2024-11-29 00:00:00+00:00,,2024-12-18 00:00:00+00:00,,Parliamentary Regulation and Reform,Live,Standing,Live - Primary,2025-05-21 00:00:00+00:00,,Committee on Remit Oversight (Dáil Éireann),2025-01-29 00:00:00+00:00,,2024-12-18 00:00:00+00:00,,Parliamentary Regulation and Reform,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,2011
Micheál-Martin.D.1989-06-29,Martin,Micheál Martin,Micheál,,2024-11-29,,Cork South-Central,Cork-South-Central,dail,34th Dáil,house,34,Fianna Fáil,Fianna_Fáil,2024-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taoiseach,2025-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1989
David-Maxwell.D.2024-11-29,Maxwell,David Maxwell,David,,2024-11-29,,Cavan-Monaghan,Cavan-Monaghan,dail,34th Dáil,house,34,Fine Gael,Fine_Gael,2024-11-29,,Standing,Live - Primary,2025-05-07 00:00:00+00:00,,Joint Committee on Public Petitions and the Ombudsmen,2025-01-29 00:00:00+00:00,,2025-02-12 00:00:00+00:00,,Oversight,Live,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,Joint Committee on Fisheries and Maritime Affairs,2025-05-01 00:00:00+00:00,,2025-05-07 00:00:00+00:00,,Shadow Department,Live,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,Joint Committee on the Implementation of the Good Friday Agreement ,2025-05-01 00:00:00+00:00,,2025-05-12 00:00:00+00:00,,Shadow Department,Live,,,,Leas-Chathaoirleach,2025-06-10 00:00:00+00:00,,Standing,Live - Primary,2025-05-07 00:00:00+00:00,,Select Committee on Public Petitions and the Ombudsmen,2025-01-29 00:00:00+00:00,,2025-02-12 00:00:00+00:00,,Oversight,Live,,,,,,,,,,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,Select Committee on Fisheries and Maritime Affairs,2025-05-01 00:00:00+00:00,,2025-04-30 00:00:00+00:00,,Shadow Department,Live,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,Select Committee on the Implementation of the Good Friday Agreement ,2025-05-01 00:00:00+00:00,,2025-04-30 00:00:00+00:00,,Shadow Department,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,2024
Paul-McAuliffe.D.2020-02-08,McAuliffe,Paul McAuliffe,Paul,,2024-11-29,,Dublin North-West,Dublin-North-West,dail,34th Dáil,house,34,Fianna Fáil,Fianna_Fáil,2024-11-29,,Standing,Live - Primary,2025-05-21 00:00:00+00:00,,Joint Committee on Remit Oversight,2025-01-29 00:00:00+00:00,,2025-02-12 00:00:00+00:00,,Parliamentary Regulation and Reform,Live,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,2025-07-02 00:00:00+00:00,Joint Committee on Disability Matters,2025-05-01 00:00:00+00:00,,2025-05-13 00:00:00+00:00,,Shadow Department,Live,Sessional,Live - Primary,2025-06-18 00:00:00+00:00,,"Joint Committee on Housing, Local Government and Heritage",2025-05-01 00:00:00+00:00,,2025-05-07 00:00:00+00:00,,Shadow Department,Live,,,,,,,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,2025-07-02 00:00:00+00:00,Select Committee on Disability Matters,2025-05-01 00:00:00+00:00,,2025-04-30 00:00:00+00:00,,Shadow Department,Live,,,,,,,,,,Sessional,Live - Primary,2025-06-18 00:00:00+00:00,,"Select Committee on Housing, Local Government and Heritage",2025-05-01 00:00:00+00:00,,2025-04-30 00:00:00+00:00,,Shadow Department,Live,Standing,Live - Primary,2025-01-24 00:00:00+00:00,,Committee on Standing Orders and Dáil Reform,2024-11-29 00:00:00+00:00,,2024-12-18 00:00:00+00:00,,Parliamentary Regulation and Reform,Live,Standing,Live - Primary,2025-05-21 00:00:00+00:00,,Committee on Parliamentary Privileges and Oversight (Dáil Éireann),2024-11-29 00:00:00+00:00,,2024-12-18 00:00:00+00:00,,Parliamentary Regulation and Reform,Live,Standing,Live - Primary,2025-05-07 00:00:00+00:00,,Committee of Public Accounts,2024-11-29 00:00:00+00:00,,2024-12-18 00:00:00+00:00,,Oversight,Live,,,,,,,,,,Standing,Live - Primary,2025-05-21 00:00:00+00:00,,Committee on Remit Oversight (Dáil Éireann),2025-01-29 00:00:00+00:00,,2024-12-18 00:00:00+00:00,,Parliamentary Regulation and Reform,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leas-Chathaoirleach,2025-05-22 00:00:00+00:00,,,,,false,2020
Noel-McCarthy.D.2024-11-29,McCarthy,Noel McCarthy,Noel,,2024-11-29,,Cork East,Cork-East,dail,34th Dáil,house,34,Fine Gael,Fine_Gael,2024-11-29,,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,Joint Committee on Foreign Affairs and Trade,2025-05-01 00:00:00+00:00,,2025-05-07 00:00:00+00:00,,Shadow Department,Live,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,Joint Committee on the Implementation of the Good Friday Agreement ,2025-05-01 00:00:00+00:00,,2025-05-12 00:00:00+00:00,,Shadow Department,Live,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,Select Committee on Foreign Affairs and Trade,2025-05-01 00:00:00+00:00,,2025-04-30 00:00:00+00:00,,Shadow Department,Live,,,,,,,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,Select Committee on the Implementation of the Good Friday Agreement ,2025-05-01 00:00:00+00:00,,2025-04-30 00:00:00+00:00,,Shadow Department,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,2024
Charlie-McConalogue.D.2011-03-09,McConalogue,Charlie McConalogue,Charlie,,2024-11-29,,Donegal,Donegal,dail,34th Dáil,house,34,Fianna Fáil,Fianna_Fáil,2024-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Minister of State at the Department of Tourism, Culture, Arts, Gaeltacht, Sport and Media",2025-01-29,2025-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Minister of State at the Department of Culture, Communications and Sport",2025-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2011
Tony-McCormack.D.2024-11-29,McCormack,Tony McCormack,Tony,,2024-11-29,,Offaly,Offaly,dail,34th Dáil,house,34,Fianna Fáil,Fianna_Fáil,2024-11-29,,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,"Joint Committee on Enterprise, Tourism and Employment",2025-05-01 00:00:00+00:00,,2025-05-13 00:00:00+00:00,,Shadow Department,Live,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,Joint Committee on Key Issues Affecting the Traveller Community,2025-05-01 00:00:00+00:00,,2025-05-12 00:00:00+00:00,,Policy,Live,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,Joint Committee on Infrastructure and National Development Plan Delivery,2025-05-01 00:00:00+00:00,,2025-05-07 00:00:00+00:00,,Shadow Department,Live,,,,,,,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,"Select Committee on Enterprise, Tourism and Employment",2025-05-01 00:00:00+00:00,,2025-04-30 00:00:00+00:00,,Shadow Department,Live,,,,,,,,,,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,Select Committee on Key Issues Affecting the Traveller Community,2025-05-01 00:00:00+00:00,,2025-04-30 00:00:00+00:00,,Policy,Live,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,Select Committee on Infrastructure and National Development Plan Delivery,2025-05-01 00:00:00+00:00,,2025-04-30 00:00:00+00:00,,Shadow Department,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,2024
Mary-Lou-McDonald.D.2011-03-09,McDonald,Mary Lou McDonald,Mary Lou,,2024-11-29,,Dublin Central,Dublin-Central,dail,34th Dáil,house,34,Sinn Féin,Sinn_Féin,2024-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,2011
Helen-McEntee.D.2013-03-27,McEntee,Helen McEntee,Helen,,2024-11-29,,Meath East,Meath-East,dail,34th Dáil,house,34,Fine Gael,Fine_Gael,2024-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minister for Education and Youth,2025-05-02,2025-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minister for Foreign Affairs and Trade,2025-11-18,,,,,,,,Minister for Defence,2025-11-18,,Minister for Education,2025-01-23,2025-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2013
Donna-McGettigan.D.2024-11-29,McGettigan,Donna McGettigan,Donna,,2024-11-29,,Clare,Clare,dail,34th Dáil,house,34,Sinn Féin,Sinn_Féin,2024-11-29,,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,"Joint Committee on Further and Higher Education, Research, Innovation and Science",2025-05-01 00:00:00+00:00,,2025-05-13 00:00:00+00:00,,Shadow Department,Live,Sessional,Live - Primary,2025-05-07 00:00:00+00:00,,"Select Committee on Further and Higher Education, Research, Innovation and Science",2025-05-01 00:00:00+00:00,,2025-04-30 00:00:00+00:00,,Shadow Department,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,2024
