local_authority,councillor,year,period,category,value,unit,source_url
South Dublin,Alan Hayes,2025,2025-Q1,meetings_attended,5.0,meetings,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/8387a84e5fe443d6aa02e3e8922da94c/csv?layers=0
South Dublin,Alan Hayes,2025,2025-Q1,meetings_to_attend,8.0,meetings,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/8387a84e5fe443d6aa02e3e8922da94c/csv?layers=0
South Dublin,Alan Hayes,2025,2025-Q1,representational_payment,7488.61,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/8387a84e5fe443d6aa02e3e8922da94c/csv?layers=0
South Dublin,Alan Hayes,2025,2025-Q1,total_payment,12055.87,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/8387a84e5fe443d6aa02e3e8922da94c/csv?layers=0
South Dublin,Alan Hayes,2025,2025-Q2,attendance_allowance,1251.42,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/ae7ea13ede1e4f0383dbc53c55e3c6c4/csv?layers=0
South Dublin,Alan Hayes,2025,2025-Q2,deputy_mayor_allowance,1425.87,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/ae7ea13ede1e4f0383dbc53c55e3c6c4/csv?layers=0
South Dublin,Alan Hayes,2025,2025-Q2,local_representation_allowance,0.0,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/ae7ea13ede1e4f0383dbc53c55e3c6c4/csv?layers=0
South Dublin,Alan Hayes,2025,2025-Q2,meetings_attended,8.0,meetings,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/ae7ea13ede1e4f0383dbc53c55e3c6c4/csv?layers=0
South Dublin,Alan Hayes,2025,2025-Q2,meetings_to_attend,9.0,meetings,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/ae7ea13ede1e4f0383dbc53c55e3c6c4/csv?layers=0
South Dublin,Alan Hayes,2025,2025-Q2,representational_payment,7734.69,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/ae7ea13ede1e4f0383dbc53c55e3c6c4/csv?layers=0
South Dublin,Alan Hayes,2025,2025-Q2,total_payment,10411.98,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/ae7ea13ede1e4f0383dbc53c55e3c6c4/csv?layers=0
South Dublin,Baby Pereppadan,2022,2022-Q3,attendance_allowance,1094.02,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/87d237a8f5a342f4a4754ded8a9add93/csv?layers=0
South Dublin,Baby Pereppadan,2022,2022-Q3,local_representation_allowance,390.0,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/87d237a8f5a342f4a4754ded8a9add93/csv?layers=0
South Dublin,Baby Pereppadan,2022,2022-Q3,meetings_attended,6.0,meetings,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/87d237a8f5a342f4a4754ded8a9add93/csv?layers=0
South Dublin,Baby Pereppadan,2022,2022-Q3,meetings_to_attend,6.0,meetings,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/87d237a8f5a342f4a4754ded8a9add93/csv?layers=0
South Dublin,Baby Pereppadan,2022,2022-Q3,representational_payment,6682.37,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/87d237a8f5a342f4a4754ded8a9add93/csv?layers=0
South Dublin,Baby Pereppadan,2022,2022-Q3,total_payment,8166.39,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/87d237a8f5a342f4a4754ded8a9add93/csv?layers=0
South Dublin,Baby Pereppadan,2023,2023-Q1,attendance_allowance,1310.76,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/dce9969226154346bc566d4bd6b80133/csv?layers=0
South Dublin,Baby Pereppadan,2023,2023-Q1,local_representation_allowance,3575.52,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/dce9969226154346bc566d4bd6b80133/csv?layers=0
South Dublin,Baby Pereppadan,2023,2023-Q1,meetings_attended,8.0,meetings,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/dce9969226154346bc566d4bd6b80133/csv?layers=0
South Dublin,Baby Pereppadan,2023,2023-Q1,meetings_to_attend,8.0,meetings,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/dce9969226154346bc566d4bd6b80133/csv?layers=0
South Dublin,Baby Pereppadan,2023,2023-Q1,representational_payment,7742.1,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/dce9969226154346bc566d4bd6b80133/csv?layers=0
South Dublin,Baby Pereppadan,2023,2023-Q1,total_payment,12628.38,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/dce9969226154346bc566d4bd6b80133/csv?layers=0
South Dublin,Baby Pereppadan,2024,2024-Q1,attendance_allowance,1095.2,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/ef5197666e1741f79dd5ce82586fa256/csv?layers=0
South Dublin,Baby Pereppadan,2024,2024-Q1,local_representation_allowance,418.67,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/ef5197666e1741f79dd5ce82586fa256/csv?layers=0
South Dublin,Baby Pereppadan,2024,2024-Q1,meetings_attended,6.0,meetings,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/ef5197666e1741f79dd5ce82586fa256/csv?layers=0
South Dublin,Baby Pereppadan,2024,2024-Q1,meetings_to_attend,9.0,meetings,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/ef5197666e1741f79dd5ce82586fa256/csv?layers=0
South Dublin,Baby Pereppadan,2024,2024-Q1,representational_payment,7156.44,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/ef5197666e1741f79dd5ce82586fa256/csv?layers=0
South Dublin,Baby Pereppadan,2024,2024-Q1,total_payment,8670.3,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/ef5197666e1741f79dd5ce82586fa256/csv?layers=0
South Dublin,Baby Pereppadan,2024,2024-Q2,attendance_allowance,1195.56,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/b7a3fcc8818a43e5978c8cfdd43375eb/csv?layers=0
South Dublin,Baby Pereppadan,2024,2024-Q2,local_representation_allowance,0.0,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/b7a3fcc8818a43e5978c8cfdd43375eb/csv?layers=0
South Dublin,Baby Pereppadan,2024,2024-Q2,mayor_allowance,574.95,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/b7a3fcc8818a43e5978c8cfdd43375eb/csv?layers=0
South Dublin,Baby Pereppadan,2024,2024-Q2,meetings_attended,3.0,meetings,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/b7a3fcc8818a43e5978c8cfdd43375eb/csv?layers=0
South Dublin,Baby Pereppadan,2024,2024-Q2,meetings_to_attend,4.0,meetings,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/b7a3fcc8818a43e5978c8cfdd43375eb/csv?layers=0
South Dublin,Baby Pereppadan,2024,2024-Q2,representational_payment,7614.23,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/b7a3fcc8818a43e5978c8cfdd43375eb/csv?layers=0
South Dublin,Baby Pereppadan,2024,2024-Q2,total_payment,9384.73,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/b7a3fcc8818a43e5978c8cfdd43375eb/csv?layers=0
South Dublin,Baby Pereppadan,2024,2024-Q4,attendance_allowance,994.84,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/cf029a0ace614f5195b664ebec6a2be0/csv?layers=0
South Dublin,Baby Pereppadan,2024,2024-Q4,conferences,290.0,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/cf029a0ace614f5195b664ebec6a2be0/csv?layers=0
South Dublin,Baby Pereppadan,2024,2024-Q4,local_representation_allowance,0.0,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/cf029a0ace614f5195b664ebec6a2be0/csv?layers=0
South Dublin,Baby Pereppadan,2024,2024-Q4,mayor_allowance,7589.34,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/cf029a0ace614f5195b664ebec6a2be0/csv?layers=0
South Dublin,Baby Pereppadan,2024,2024-Q4,meetings_attended,4.0,meetings,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/cf029a0ace614f5195b664ebec6a2be0/csv?layers=0
South Dublin,Baby Pereppadan,2024,2024-Q4,meetings_to_attend,9.0,meetings,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/cf029a0ace614f5195b664ebec6a2be0/csv?layers=0
South Dublin,Baby Pereppadan,2024,2024-Q4,representational_payment,7658.64,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/cf029a0ace614f5195b664ebec6a2be0/csv?layers=0
South Dublin,Baby Pereppadan,2024,2024-Q4,total_payment,19645.66,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/cf029a0ace614f5195b664ebec6a2be0/csv?layers=0
South Dublin,Baby Pereppadan,2024,2024-Q4,training,3112.84,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/cf029a0ace614f5195b664ebec6a2be0/csv?layers=0
South Dublin,Baby Pereppadan,2025,2025-Q1,attendance_allowance,1231.56,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/8387a84e5fe443d6aa02e3e8922da94c/csv?layers=0
South Dublin,Baby Pereppadan,2025,2025-Q1,local_representation_allowance,5160.0,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/8387a84e5fe443d6aa02e3e8922da94c/csv?layers=0
South Dublin,Baby Pereppadan,2025,2025-Q1,mayor_allowance,7359.36,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/8387a84e5fe443d6aa02e3e8922da94c/csv?layers=0
South Dublin,Baby Pereppadan,2025,2025-Q1,meetings_attended,5.0,meetings,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/8387a84e5fe443d6aa02e3e8922da94c/csv?layers=0
South Dublin,Baby Pereppadan,2025,2025-Q1,meetings_to_attend,8.0,meetings,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/8387a84e5fe443d6aa02e3e8922da94c/csv?layers=0
South Dublin,Baby Pereppadan,2025,2025-Q1,representational_payment,7488.61,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/8387a84e5fe443d6aa02e3e8922da94c/csv?layers=0
South Dublin,Baby Pereppadan,2025,2025-Q1,total_payment,24352.37,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/8387a84e5fe443d6aa02e3e8922da94c/csv?layers=0
South Dublin,Baby Pereppadan,2025,2025-Q1,training,3112.84,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/8387a84e5fe443d6aa02e3e8922da94c/csv?layers=0
South Dublin,Baby Pereppadan,2025,2025-Q2,attendance_allowance,1018.05,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/ae7ea13ede1e4f0383dbc53c55e3c6c4/csv?layers=0
South Dublin,Baby Pereppadan,2025,2025-Q2,local_representation_allowance,0.0,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/ae7ea13ede1e4f0383dbc53c55e3c6c4/csv?layers=0
South Dublin,Baby Pereppadan,2025,2025-Q2,mayor_allowance,7129.38,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/ae7ea13ede1e4f0383dbc53c55e3c6c4/csv?layers=0
South Dublin,Baby Pereppadan,2025,2025-Q2,meetings_attended,5.0,meetings,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/ae7ea13ede1e4f0383dbc53c55e3c6c4/csv?layers=0
South Dublin,Baby Pereppadan,2025,2025-Q2,meetings_to_attend,9.0,meetings,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/ae7ea13ede1e4f0383dbc53c55e3c6c4/csv?layers=0
South Dublin,Baby Pereppadan,2025,2025-Q2,representational_payment,7734.69,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/ae7ea13ede1e4f0383dbc53c55e3c6c4/csv?layers=0
South Dublin,Baby Pereppadan,2025,2025-Q2,total_payment,15882.12,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/ae7ea13ede1e4f0383dbc53c55e3c6c4/csv?layers=0
South Dublin,Brian Lawlor,2022,2022-Q3,attendance_allowance,1000.69,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/87d237a8f5a342f4a4754ded8a9add93/csv?layers=0
South Dublin,Brian Lawlor,2022,2022-Q3,local_representation_allowance,240.0,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/87d237a8f5a342f4a4754ded8a9add93/csv?layers=0
South Dublin,Brian Lawlor,2022,2022-Q3,meetings_attended,5.0,meetings,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/87d237a8f5a342f4a4754ded8a9add93/csv?layers=0
South Dublin,Brian Lawlor,2022,2022-Q3,meetings_to_attend,6.0,meetings,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/87d237a8f5a342f4a4754ded8a9add93/csv?layers=0
South Dublin,Brian Lawlor,2022,2022-Q3,representational_payment,6682.37,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/87d237a8f5a342f4a4754ded8a9add93/csv?layers=0
South Dublin,Brian Lawlor,2022,2022-Q3,total_payment,7923.06,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/87d237a8f5a342f4a4754ded8a9add93/csv?layers=0
South Dublin,Brian Lawlor,2023,2023-Q1,attendance_allowance,840.41,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/dce9969226154346bc566d4bd6b80133/csv?layers=0
South Dublin,Brian Lawlor,2023,2023-Q1,local_representation_allowance,4534.27,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/dce9969226154346bc566d4bd6b80133/csv?layers=0
South Dublin,Brian Lawlor,2023,2023-Q1,meetings_attended,6.0,meetings,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/dce9969226154346bc566d4bd6b80133/csv?layers=0
South Dublin,Brian Lawlor,2023,2023-Q1,meetings_to_attend,8.0,meetings,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/dce9969226154346bc566d4bd6b80133/csv?layers=0
South Dublin,Brian Lawlor,2023,2023-Q1,representational_payment,7742.1,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/dce9969226154346bc566d4bd6b80133/csv?layers=0
South Dublin,Brian Lawlor,2023,2023-Q1,total_payment,13116.78,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/dce9969226154346bc566d4bd6b80133/csv?layers=0
South Dublin,Brian Lawlor,2024,2024-Q1,attendance_allowance,1249.27,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/ef5197666e1741f79dd5ce82586fa256/csv?layers=0
South Dublin,Brian Lawlor,2024,2024-Q1,local_representation_allowance,418.67,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/ef5197666e1741f79dd5ce82586fa256/csv?layers=0
South Dublin,Brian Lawlor,2024,2024-Q1,meetings_attended,10.0,meetings,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/ef5197666e1741f79dd5ce82586fa256/csv?layers=0
South Dublin,Brian Lawlor,2024,2024-Q1,meetings_to_attend,10.0,meetings,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/ef5197666e1741f79dd5ce82586fa256/csv?layers=0
South Dublin,Brian Lawlor,2024,2024-Q1,representational_payment,7156.44,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/ef5197666e1741f79dd5ce82586fa256/csv?layers=0
South Dublin,Brian Lawlor,2024,2024-Q1,total_payment,8824.37,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/ef5197666e1741f79dd5ce82586fa256/csv?layers=0
South Dublin,Brian Lawlor,2024,2024-Q2,attendance_allowance,1133.34,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/b7a3fcc8818a43e5978c8cfdd43375eb/csv?layers=0
South Dublin,Brian Lawlor,2024,2024-Q2,local_representation_allowance,0.0,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/b7a3fcc8818a43e5978c8cfdd43375eb/csv?layers=0
South Dublin,Brian Lawlor,2024,2024-Q2,meetings_attended,4.0,meetings,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/b7a3fcc8818a43e5978c8cfdd43375eb/csv?layers=0
South Dublin,Brian Lawlor,2024,2024-Q2,meetings_to_attend,4.0,meetings,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/b7a3fcc8818a43e5978c8cfdd43375eb/csv?layers=0
South Dublin,Brian Lawlor,2024,2024-Q2,representational_payment,7614.23,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/b7a3fcc8818a43e5978c8cfdd43375eb/csv?layers=0
South Dublin,Brian Lawlor,2024,2024-Q2,total_payment,8747.56,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/b7a3fcc8818a43e5978c8cfdd43375eb/csv?layers=0
South Dublin,Brian Lawlor,2024,2024-Q4,attendance_allowance,1195.56,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/cf029a0ace614f5195b664ebec6a2be0/csv?layers=0
South Dublin,Brian Lawlor,2024,2024-Q4,conferences,780.0,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/cf029a0ace614f5195b664ebec6a2be0/csv?layers=0
South Dublin,Brian Lawlor,2024,2024-Q4,local_representation_allowance,4124.45,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/cf029a0ace614f5195b664ebec6a2be0/csv?layers=0
South Dublin,Brian Lawlor,2024,2024-Q4,meetings_attended,6.0,meetings,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/cf029a0ace614f5195b664ebec6a2be0/csv?layers=0
South Dublin,Brian Lawlor,2024,2024-Q4,meetings_to_attend,9.0,meetings,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/cf029a0ace614f5195b664ebec6a2be0/csv?layers=0
South Dublin,Brian Lawlor,2024,2024-Q4,representational_payment,7658.64,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/cf029a0ace614f5195b664ebec6a2be0/csv?layers=0
South Dublin,Brian Lawlor,2024,2024-Q4,spc_chair_allowance,1517.87,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/cf029a0ace614f5195b664ebec6a2be0/csv?layers=0
South Dublin,Brian Lawlor,2024,2024-Q4,total_payment,15169.07,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/cf029a0ace614f5195b664ebec6a2be0/csv?layers=0
South Dublin,Brian Lawlor,2024,2024-Q4,training,4017.0,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/cf029a0ace614f5195b664ebec6a2be0/csv?layers=0
South Dublin,Brian Lawlor,2025,2025-Q1,attendance_allowance,1231.56,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/8387a84e5fe443d6aa02e3e8922da94c/csv?layers=0
South Dublin,Brian Lawlor,2025,2025-Q1,conferences,780.0,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/8387a84e5fe443d6aa02e3e8922da94c/csv?layers=0
South Dublin,Brian Lawlor,2025,2025-Q1,local_representation_allowance,960.0,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/8387a84e5fe443d6aa02e3e8922da94c/csv?layers=0
South Dublin,Brian Lawlor,2025,2025-Q1,meetings_attended,8.0,meetings,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/8387a84e5fe443d6aa02e3e8922da94c/csv?layers=0
South Dublin,Brian Lawlor,2025,2025-Q1,meetings_to_attend,8.0,meetings,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/8387a84e5fe443d6aa02e3e8922da94c/csv?layers=0
South Dublin,Brian Lawlor,2025,2025-Q1,representational_payment,7488.61,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/8387a84e5fe443d6aa02e3e8922da94c/csv?layers=0
South Dublin,Brian Lawlor,2025,2025-Q1,spc_chair_allowance,1448.87,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/8387a84e5fe443d6aa02e3e8922da94c/csv?layers=0
South Dublin,Brian Lawlor,2025,2025-Q1,total_payment,15926.04,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/8387a84e5fe443d6aa02e3e8922da94c/csv?layers=0
South Dublin,Brian Lawlor,2025,2025-Q1,training,4017.0,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/8387a84e5fe443d6aa02e3e8922da94c/csv?layers=0
South Dublin,Brian Lawlor,2025,2025-Q2,attendance_allowance,1446.42,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/ae7ea13ede1e4f0383dbc53c55e3c6c4/csv?layers=0
South Dublin,Brian Lawlor,2025,2025-Q2,local_representation_allowance,0.0,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/ae7ea13ede1e4f0383dbc53c55e3c6c4/csv?layers=0
South Dublin,Brian Lawlor,2025,2025-Q2,meetings_attended,7.0,meetings,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/ae7ea13ede1e4f0383dbc53c55e3c6c4/csv?layers=0
South Dublin,Brian Lawlor,2025,2025-Q2,meetings_to_attend,9.0,meetings,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/ae7ea13ede1e4f0383dbc53c55e3c6c4/csv?layers=0
South Dublin,Brian Lawlor,2025,2025-Q2,representational_payment,7734.69,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/ae7ea13ede1e4f0383dbc53c55e3c6c4/csv?layers=0
South Dublin,Brian Lawlor,2025,2025-Q2,spc_chair_allowance,1379.88,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/ae7ea13ede1e4f0383dbc53c55e3c6c4/csv?layers=0
South Dublin,Brian Lawlor,2025,2025-Q2,total_payment,10560.98,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/ae7ea13ede1e4f0383dbc53c55e3c6c4/csv?layers=0
South Dublin,Britto Pereppadan,2024,2024-Q4,attendance_allowance,1195.56,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/cf029a0ace614f5195b664ebec6a2be0/csv?layers=0
South Dublin,Britto Pereppadan,2024,2024-Q4,local_representation_allowance,0.0,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/cf029a0ace614f5195b664ebec6a2be0/csv?layers=0
South Dublin,Britto Pereppadan,2024,2024-Q4,meetings_attended,8.0,meetings,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/cf029a0ace614f5195b664ebec6a2be0/csv?layers=0
South Dublin,Britto Pereppadan,2024,2024-Q4,meetings_to_attend,9.0,meetings,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/cf029a0ace614f5195b664ebec6a2be0/csv?layers=0
South Dublin,Britto Pereppadan,2024,2024-Q4,representational_payment,15494.56,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/cf029a0ace614f5195b664ebec6a2be0/csv?layers=0
South Dublin,Britto Pereppadan,2024,2024-Q4,total_payment,16690.12,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/cf029a0ace614f5195b664ebec6a2be0/csv?layers=0
South Dublin,Britto Pereppadan,2025,2025-Q1,attendance_allowance,1231.56,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/8387a84e5fe443d6aa02e3e8922da94c/csv?layers=0
South Dublin,Britto Pereppadan,2025,2025-Q1,local_representation_allowance,2827.0,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/8387a84e5fe443d6aa02e3e8922da94c/csv?layers=0
South Dublin,Britto Pereppadan,2025,2025-Q1,meetings_attended,6.0,meetings,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/8387a84e5fe443d6aa02e3e8922da94c/csv?layers=0
South Dublin,Britto Pereppadan,2025,2025-Q1,meetings_to_attend,8.0,meetings,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/8387a84e5fe443d6aa02e3e8922da94c/csv?layers=0
South Dublin,Britto Pereppadan,2025,2025-Q1,representational_payment,7488.61,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/8387a84e5fe443d6aa02e3e8922da94c/csv?layers=0
South Dublin,Britto Pereppadan,2025,2025-Q1,total_payment,12670.81,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/8387a84e5fe443d6aa02e3e8922da94c/csv?layers=0
South Dublin,Britto Pereppadan,2025,2025-Q1,training,1123.64,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/8387a84e5fe443d6aa02e3e8922da94c/csv?layers=0
South Dublin,Britto Pereppadan,2025,2025-Q2,attendance_allowance,2767.89,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/ae7ea13ede1e4f0383dbc53c55e3c6c4/csv?layers=0
South Dublin,Britto Pereppadan,2025,2025-Q2,local_representation_allowance,0.0,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/ae7ea13ede1e4f0383dbc53c55e3c6c4/csv?layers=0
South Dublin,Britto Pereppadan,2025,2025-Q2,meetings_attended,5.0,meetings,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/ae7ea13ede1e4f0383dbc53c55e3c6c4/csv?layers=0
South Dublin,Britto Pereppadan,2025,2025-Q2,meetings_to_attend,9.0,meetings,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/ae7ea13ede1e4f0383dbc53c55e3c6c4/csv?layers=0
South Dublin,Britto Pereppadan,2025,2025-Q2,representational_payment,7734.69,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/ae7ea13ede1e4f0383dbc53c55e3c6c4/csv?layers=0
South Dublin,Britto Pereppadan,2025,2025-Q2,total_payment,10502.58,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/ae7ea13ede1e4f0383dbc53c55e3c6c4/csv?layers=0
South Dublin,Carly Bailey,2022,2022-Q3,attendance_allowance,1094.02,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/87d237a8f5a342f4a4754ded8a9add93/csv?layers=0
South Dublin,Carly Bailey,2022,2022-Q3,local_representation_allowance,840.0,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/87d237a8f5a342f4a4754ded8a9add93/csv?layers=0
South Dublin,Carly Bailey,2022,2022-Q3,meetings_attended,4.0,meetings,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/87d237a8f5a342f4a4754ded8a9add93/csv?layers=0
South Dublin,Carly Bailey,2022,2022-Q3,meetings_to_attend,6.0,meetings,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/87d237a8f5a342f4a4754ded8a9add93/csv?layers=0
South Dublin,Carly Bailey,2022,2022-Q3,representational_payment,6682.37,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/87d237a8f5a342f4a4754ded8a9add93/csv?layers=0
South Dublin,Carly Bailey,2022,2022-Q3,total_payment,8616.39,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/87d237a8f5a342f4a4754ded8a9add93/csv?layers=0
South Dublin,Carly Bailey,2023,2023-Q1,attendance_allowance,1122.24,EUR,https://data-sdublincoco.opendata.arcgis.com/api/download/v1/items/dce9969226154346bc566d4bd6b80133/csv?layers=0
