local_authority,member,meeting_date,motion,vote,source_status,join_status
Fingal,Eoghan O'Brien,09/02/2026,"“In accordance with Section 179 of the Planning and Development Act 2000 (as amended), and having considered the Chief Executive’s Report, the Elected Members approve the proposed development as outlined in the plans, particulars, and docum",for,text,resolved
Fingal,Tom O'Leary,09/02/2026,"“In accordance with Section 179 of the Planning and Development Act 2000 (as amended), and having considered the Chief Executive’s Report, the Elected Members approve the proposed development as outlined in the plans, particulars, and docum",for,text,resolved
Fingal,JK Onwumereh,09/02/2026,"“In accordance with Section 179 of the Planning and Development Act 2000 (as amended), and having considered the Chief Executive’s Report, the Elected Members approve the proposed development as outlined in the plans, particulars, and docum",for,text,resolved
Fingal,Siobhan Shovlin,09/02/2026,"“In accordance with Section 179 of the Planning and Development Act 2000 (as amended), and having considered the Chief Executive’s Report, the Elected Members approve the proposed development as outlined in the plans, particulars, and docum",for,text,resolved
Fingal,Aoibhinn Tormey,09/02/2026,"“In accordance with Section 179 of the Planning and Development Act 2000 (as amended), and having considered the Chief Executive’s Report, the Elected Members approve the proposed development as outlined in the plans, particulars, and docum",for,text,resolved
Fingal,Mark Boland,09/02/2026,"“In accordance with Section 179 of the Planning and Development Act 2000 (as amended), and having considered the Chief Executive’s Report, the Elected Members approve the proposed development as outlined in the plans, particulars, and docum",against,text,printed_form
Fingal,John Burtchaell,09/02/2026,"“In accordance with Section 179 of the Planning and Development Act 2000 (as amended), and having considered the Chief Executive’s Report, the Elected Members approve the proposed development as outlined in the plans, particulars, and docum",against,text,resolved
Fingal,Angela Donnelly,09/02/2026,"“In accordance with Section 179 of the Planning and Development Act 2000 (as amended), and having considered the Chief Executive’s Report, the Elected Members approve the proposed development as outlined in the plans, particulars, and docum",against,text,resolved
Fingal,Breda Hanaphy,09/02/2026,"“In accordance with Section 179 of the Planning and Development Act 2000 (as amended), and having considered the Chief Executive’s Report, the Elected Members approve the proposed development as outlined in the plans, particulars, and docum",against,text,resolved
Fingal,David Healy,09/02/2026,"“In accordance with Section 179 of the Planning and Development Act 2000 (as amended), and having considered the Chief Executive’s Report, the Elected Members approve the proposed development as outlined in the plans, particulars, and docum",against,text,printed_form
Fingal,Joan Hopkins,09/02/2026,"“In accordance with Section 179 of the Planning and Development Act 2000 (as amended), and having considered the Chief Executive’s Report, the Elected Members approve the proposed development as outlined in the plans, particulars, and docum",against,text,resolved
Fingal,James Humphreys,09/02/2026,"“In accordance with Section 179 of the Planning and Development Act 2000 (as amended), and having considered the Chief Executive’s Report, the Elected Members approve the proposed development as outlined in the plans, particulars, and docum",against,text,resolved
Fingal,Corina Johnston,09/02/2026,"“In accordance with Section 179 of the Planning and Development Act 2000 (as amended), and having considered the Chief Executive’s Report, the Elected Members approve the proposed development as outlined in the plans, particulars, and docum",against,text,resolved
Fingal,Mary McCamley,09/02/2026,"“In accordance with Section 179 of the Planning and Development Act 2000 (as amended), and having considered the Chief Executive’s Report, the Elected Members approve the proposed development as outlined in the plans, particulars, and docum",against,text,resolved
Fingal,Dean Mulligan,09/02/2026,"“In accordance with Section 179 of the Planning and Development Act 2000 (as amended), and having considered the Chief Executive’s Report, the Elected Members approve the proposed development as outlined in the plans, particulars, and docum",against,text,resolved
Fingal,Paul Mulville,09/02/2026,"“In accordance with Section 179 of the Planning and Development Act 2000 (as amended), and having considered the Chief Executive’s Report, the Elected Members approve the proposed development as outlined in the plans, particulars, and docum",against,text,resolved
Fingal,Patrick Quinlan,09/02/2026,"“In accordance with Section 179 of the Planning and Development Act 2000 (as amended), and having considered the Chief Executive’s Report, the Elected Members approve the proposed development as outlined in the plans, particulars, and docum",against,text,printed_form
Fingal,Malachy Quinn,09/02/2026,"“In accordance with Section 179 of the Planning and Development Act 2000 (as amended), and having considered the Chief Executive’s Report, the Elected Members approve the proposed development as outlined in the plans, particulars, and docum",against,text,resolved
Fingal,Brendan Ryan,09/02/2026,"“In accordance with Section 179 of the Planning and Development Act 2000 (as amended), and having considered the Chief Executive’s Report, the Elected Members approve the proposed development as outlined in the plans, particulars, and docum",against,text,resolved
Fingal,Gerard Sheehan,09/02/2026,"“In accordance with Section 179 of the Planning and Development Act 2000 (as amended), and having considered the Chief Executive’s Report, the Elected Members approve the proposed development as outlined in the plans, particulars, and docum",against,text,resolved
Fingal,Ellen Troy,09/02/2026,"“In accordance with Section 179 of the Planning and Development Act 2000 (as amended), and having considered the Chief Executive’s Report, the Elected Members approve the proposed development as outlined in the plans, particulars, and docum",against,text,resolved
Fingal,John Walsh,09/02/2026,"“In accordance with Section 179 of the Planning and Development Act 2000 (as amended), and having considered the Chief Executive’s Report, the Elected Members approve the proposed development as outlined in the plans, particulars, and docum",against,text,resolved
Fingal,Mark Boland,10/03/2025,,for,text,printed_form
Fingal,John Burtchaell,10/03/2025,,for,text,resolved
Fingal,Luke Corkery,10/03/2025,,for,text,resolved
Fingal,Eoghan Dockrell,10/03/2025,,for,text,resolved
Fingal,Angela Donnelly,10/03/2025,,for,text,resolved
Fingal,David Healy,10/03/2025,,for,text,printed_form
Fingal,James Humphreys,10/03/2025,,for,text,resolved
Fingal,Corina Johnston,10/03/2025,,for,text,resolved
Fingal,Brian Mc Donagh,10/03/2025,,for,text,printed_form
Fingal,Mary McCamley,10/03/2025,,for,text,resolved
Fingal,Dean Mulligan,10/03/2025,,for,text,resolved
Fingal,Paul Mulville,10/03/2025,,for,text,resolved
Fingal,Malachy Quinn,10/03/2025,,for,text,resolved
Fingal,18 Helen Redwood,10/03/2025,,for,text,printed_form
Fingal,Brendan Ryan,10/03/2025,,for,text,resolved
Fingal,John Smyth,10/03/2025,,for,text,printed_form
Fingal,Aoibhinn Tormey,10/03/2025,,for,text,resolved
Fingal,John Walsh,10/03/2025,,for,text,resolved
Fingal,Darragh Butler,10/03/2025,,against,text,resolved
Fingal,Eimear Carbone-Mangan,10/03/2025,,against,text,resolved
Fingal,Kieran Dennison,10/03/2025,,against,text,resolved
Fingal,Jimmy Guerin,10/03/2025,,against,text,resolved
Fingal,Cathal Haughey,10/03/2025,,against,text,resolved
Fingal,Tom Kitt,10/03/2025,,against,text,resolved
Fingal,Ted Leddy,10/03/2025,,against,text,resolved
Fingal,Gráinne Maguire,10/03/2025,,against,text,resolved
Fingal,Tony Murphy,10/03/2025,,against,text,resolved
Fingal,Joe Newman,10/03/2025,,against,text,resolved
Fingal,JK Onwumereh,10/03/2025,,against,text,resolved
Fingal,Gerard Sheehan,10/03/2025,,against,text,resolved
Fingal,Ellen Troy,10/03/2025,,against,text,resolved
Fingal,Tom O'Leary,10/03/2025,,abstain,text,resolved
Fingal,Patrick Quinlan,10/03/2025,,abstain,text,printed_form
Fingal,Siobhan Shovlin,10/03/2025,,abstain,text,resolved
Fingal,Mark Boland,13/04/2026,(vote 1 of 2),for,text,printed_form
Fingal,John Burtchaell,13/04/2026,(vote 1 of 2),for,text,resolved
Fingal,Angela Donnelly,13/04/2026,(vote 1 of 2),for,text,resolved
Fingal,Tania Doyle,13/04/2026,(vote 1 of 2),for,text,resolved
Fingal,Breda Hanaphy,13/04/2026,(vote 1 of 2),for,text,resolved
Fingal,David Healy,13/04/2026,(vote 1 of 2),for,text,printed_form
Fingal,Joan Hopkins,13/04/2026,(vote 1 of 2),for,text,resolved
Fingal,James Humphreys,13/04/2026,(vote 1 of 2),for,text,resolved
Fingal,Corina Johnston,13/04/2026,(vote 1 of 2),for,text,resolved
Fingal,Darren Jack Kelly,13/04/2026,(vote 1 of 2),for,text,resolved
Fingal,Brian McDonagh,13/04/2026,(vote 1 of 2),for,text,resolved
Fingal,Paul Mulville,13/04/2026,(vote 1 of 2),for,text,resolved
Fingal,Tom O'Leary,13/04/2026,(vote 1 of 2),for,text,resolved
Fingal,Patrick Quinlan,13/04/2026,(vote 1 of 2),for,text,printed_form
Fingal,3 Malachy Quinn,13/04/2026,(vote 1 of 2),for,text,printed_form
Fingal,Brendan Ryan,13/04/2026,(vote 1 of 2),for,text,resolved
Fingal,Gerard Sheehan,13/04/2026,(vote 1 of 2),for,text,resolved
Fingal,John Smyth,13/04/2026,(vote 1 of 2),for,text,printed_form
Fingal,Ellen Troy,13/04/2026,(vote 1 of 2),for,text,resolved
Fingal,John Walsh,13/04/2026,(vote 1 of 2),for,text,resolved
Fingal,Cathal Boland,13/04/2026,(vote 1 of 2),against,text,resolved
Fingal,Darragh Butler,13/04/2026,(vote 1 of 2),against,text,resolved
Fingal,Eimear Carbone-Mangan,13/04/2026,(vote 1 of 2),against,text,resolved
Fingal,Luke Corkery,13/04/2026,(vote 1 of 2),against,text,resolved
Fingal,Kieran Dennison,13/04/2026,(vote 1 of 2),against,text,resolved
Fingal,Eoghan Dockrell,13/04/2026,(vote 1 of 2),against,text,resolved
Fingal,Cathal Haughey,13/04/2026,(vote 1 of 2),against,text,resolved
Fingal,Tom Kitt,13/04/2026,(vote 1 of 2),against,text,resolved
Fingal,Ted Leddy,13/04/2026,(vote 1 of 2),against,text,resolved
Fingal,Gráinne Maguire,13/04/2026,(vote 1 of 2),against,text,resolved
Fingal,Tony Murphy,13/04/2026,(vote 1 of 2),against,text,resolved
Fingal,Joe Newman,13/04/2026,(vote 1 of 2),against,text,resolved
Fingal,Eoghan O'Brien,13/04/2026,(vote 1 of 2),against,text,resolved
Fingal,JK Onwumereh,13/04/2026,(vote 1 of 2),against,text,resolved
Fingal,Aoibhinn Tormey,13/04/2026,(vote 1 of 2),against,text,resolved
Fingal,Jimmy Guerin,13/04/2026,(vote 1 of 2),abstain,text,resolved
Fingal,Cathal Boland,13/04/2026,(vote 2 of 2),for,text,resolved
Fingal,Darragh Butler,13/04/2026,(vote 2 of 2),for,text,resolved
Fingal,Eimear Carbone-Mangan,13/04/2026,(vote 2 of 2),for,text,resolved
Fingal,Luke Corkery,13/04/2026,(vote 2 of 2),for,text,resolved
Fingal,Kieran Dennison,13/04/2026,(vote 2 of 2),for,text,resolved
Fingal,Eoghan Dockrell,13/04/2026,(vote 2 of 2),for,text,resolved
Fingal,Jimmy Guerin,13/04/2026,(vote 2 of 2),for,text,resolved
Fingal,Cathal Haughey,13/04/2026,(vote 2 of 2),for,text,resolved
Fingal,Joan Hopkins,13/04/2026,(vote 2 of 2),for,text,resolved
Fingal,Darren Jack Kelly,13/04/2026,(vote 2 of 2),for,text,resolved
Fingal,Tom Kitt,13/04/2026,(vote 2 of 2),for,text,resolved
Fingal,Ted Leddy,13/04/2026,(vote 2 of 2),for,text,resolved
Fingal,Gráinne Maguire,13/04/2026,(vote 2 of 2),for,text,resolved
Fingal,Paul Mulville,13/04/2026,(vote 2 of 2),for,text,resolved
Fingal,Tony Murphy,13/04/2026,(vote 2 of 2),for,text,resolved
Fingal,Joe Newman,13/04/2026,(vote 2 of 2),for,text,resolved
Fingal,Eoghan O'Brien,13/04/2026,(vote 2 of 2),for,text,resolved
Fingal,Tom O'Leary,13/04/2026,(vote 2 of 2),for,text,resolved
Fingal,JK Onwumereh,13/04/2026,(vote 2 of 2),for,text,resolved
Fingal,Aoibhinn Tormey,13/04/2026,(vote 2 of 2),for,text,resolved
Fingal,John Burtchaell,13/04/2026,(vote 2 of 2),against,text,resolved
Fingal,Angela Donnelly,13/04/2026,(vote 2 of 2),against,text,resolved
Fingal,Breda Hanaphy,13/04/2026,(vote 2 of 2),against,text,resolved
Fingal,Malachy Quinn,13/04/2026,(vote 2 of 2),against,text,resolved
Fingal,John Smyth,13/04/2026,(vote 2 of 2),against,text,printed_form
Fingal,Mark Boland,13/04/2026,(vote 2 of 2),abstain,text,printed_form
Fingal,James Humphreys,13/04/2026,(vote 2 of 2),abstain,text,resolved
Fingal,Corina Johnston,13/04/2026,(vote 2 of 2),abstain,text,resolved
Fingal,Mary McCamley,13/04/2026,(vote 2 of 2),abstain,text,resolved
Fingal,Brian McDonagh,13/04/2026,(vote 2 of 2),abstain,text,resolved
Fingal,Patrick Quinlan,13/04/2026,(vote 2 of 2),abstain,text,printed_form
Fingal,Gerard Sheehan,13/04/2026,(vote 2 of 2),abstain,text,resolved
Fingal,Ellen Troy,13/04/2026,(vote 2 of 2),abstain,text,resolved
Fingal,John Walsh,13/04/2026,(vote 2 of 2),abstain,text,resolved
Fingal,Cathal Boland,13/04/2026,“To support OAP’s and People on disability payments that are in the lowest income stream”,for,text,resolved
Fingal,Mark Boland,13/04/2026,“To support OAP’s and People on disability payments that are in the lowest income stream”,for,text,printed_form
Fingal,John Burtchaell,13/04/2026,“To support OAP’s and People on disability payments that are in the lowest income stream”,for,text,resolved
Fingal,Luke Corkery,13/04/2026,“To support OAP’s and People on disability payments that are in the lowest income stream”,for,text,resolved
Fingal,Eoghan Dockrell,13/04/2026,“To support OAP’s and People on disability payments that are in the lowest income stream”,for,text,resolved
Fingal,Angela Donnelly,13/04/2026,“To support OAP’s and People on disability payments that are in the lowest income stream”,for,text,resolved
Fingal,Breda Hanaphy,13/04/2026,“To support OAP’s and People on disability payments that are in the lowest income stream”,for,text,resolved
Fingal,Joan Hopkins,13/04/2026,“To support OAP’s and People on disability payments that are in the lowest income stream”,for,text,resolved
Fingal,James Humphreys,13/04/2026,“To support OAP’s and People on disability payments that are in the lowest income stream”,for,text,resolved
Fingal,Corina Johnston,13/04/2026,“To support OAP’s and People on disability payments that are in the lowest income stream”,for,text,resolved
Fingal,Darren Jack Kelly,13/04/2026,“To support OAP’s and People on disability payments that are in the lowest income stream”,for,text,resolved
Fingal,Brian McDonagh,13/04/2026,“To support OAP’s and People on disability payments that are in the lowest income stream”,for,text,resolved
Fingal,Paul Mulville,13/04/2026,“To support OAP’s and People on disability payments that are in the lowest income stream”,for,text,resolved
Fingal,Patrick Quinlan,13/04/2026,“To support OAP’s and People on disability payments that are in the lowest income stream”,for,text,printed_form
Fingal,Malachy Quinn,13/04/2026,“To support OAP’s and People on disability payments that are in the lowest income stream”,for,text,resolved
Fingal,Gerard Sheehan,13/04/2026,“To support OAP’s and People on disability payments that are in the lowest income stream”,for,text,resolved
Fingal,John Smyth,13/04/2026,“To support OAP’s and People on disability payments that are in the lowest income stream”,for,text,printed_form
Fingal,Ellen Troy,13/04/2026,“To support OAP’s and People on disability payments that are in the lowest income stream”,for,text,resolved
Fingal,John Walsh,13/04/2026,“To support OAP’s and People on disability payments that are in the lowest income stream”,for,text,resolved
Fingal,Darragh Butler,13/04/2026,“To support OAP’s and People on disability payments that are in the lowest income stream”,against,text,resolved
Fingal,Eimear Carbone-Mangan,13/04/2026,“To support OAP’s and People on disability payments that are in the lowest income stream”,against,text,resolved
Fingal,Kieran Dennison,13/04/2026,“To support OAP’s and People on disability payments that are in the lowest income stream”,against,text,resolved
Fingal,Jimmy Guerin,13/04/2026,“To support OAP’s and People on disability payments that are in the lowest income stream”,against,text,resolved
Fingal,Cathal Haughey,13/04/2026,“To support OAP’s and People on disability payments that are in the lowest income stream”,against,text,resolved
Fingal,Tom Kitt,13/04/2026,“To support OAP’s and People on disability payments that are in the lowest income stream”,against,text,resolved
Fingal,Ted Leddy,13/04/2026,“To support OAP’s and People on disability payments that are in the lowest income stream”,against,text,resolved
Fingal,Gráinne Maguire,13/04/2026,“To support OAP’s and People on disability payments that are in the lowest income stream”,against,text,resolved
Fingal,Tony Murphy,13/04/2026,“To support OAP’s and People on disability payments that are in the lowest income stream”,against,text,resolved
Fingal,Joe Newman,13/04/2026,“To support OAP’s and People on disability payments that are in the lowest income stream”,against,text,resolved
Fingal,Eoghan O'Brien,13/04/2026,“To support OAP’s and People on disability payments that are in the lowest income stream”,against,text,resolved
Fingal,Tom O'Leary,13/04/2026,“To support OAP’s and People on disability payments that are in the lowest income stream”,against,text,resolved
Fingal,JK Onwumereh,13/04/2026,“To support OAP’s and People on disability payments that are in the lowest income stream”,against,text,resolved
Fingal,Aoibhinn Tormey,13/04/2026,“To support OAP’s and People on disability payments that are in the lowest income stream”,against,text,resolved
Galway City,C. Connolly,08/02/2021,(vote 1 of 2),for,ocr_winocr,printed_form
Galway City,Mike Cubbard,08/02/2021,(vote 1 of 2),for,ocr_winocr,resolved
Galway City,Frank Fahy,08/02/2021,(vote 1 of 2),for,ocr_winocr,resolved
Galway City,O. Hanley,08/02/2021,(vote 1 of 2),for,ocr_winocr,printed_form
Galway City,Donal Lyons,08/02/2021,(vote 1 of 2),for,ocr_winocr,resolved
Galway City,N. Murphy,08/02/2021,(vote 1 of 2),for,ocr_winocr,printed_form
Galway City,M. O'Connor,08/02/2021,(vote 1 of 2),for,ocr_winocr,printed_form
Galway City,Terry O'Flaherty,08/02/2021,(vote 1 of 2),for,ocr_winocr,resolved
Galway City,l. Byrne,08/02/2021,(vote 1 of 2),against,ocr_winocr,printed_form
Galway City,Alan Cheevers,08/02/2021,(vote 1 of 2),against,ocr_winocr,resolved
Galway City,John Connolly,08/02/2021,(vote 1 of 2),against,ocr_winocr,resolved
Galway City,M.J. Crowe,08/02/2021,(vote 1 of 2),against,ocr_winocr,printed_form
Galway City,Eddie Hoare,08/02/2021,(vote 1 of 2),against,ocr_winocr,resolved
Galway City,Declan McDonnell,08/02/2021,(vote 1 of 2),against,ocr_winocr,resolved
Galway City,Níall McNelis,08/02/2021,(vote 1 of 2),against,ocr_winocr,resolved
Galway City,l. Byrne,08/02/2021,2(a) Variations to the Galway City Development Plan 2017-2023 - Proposed Variation No. 7 (i) Amend Land Use Zoning and Specific Objectives Map to extend the existing Specific Objective — Bus Route (GTS) to provide for a link through RA zone,for,ocr_winocr,printed_form
Galway City,Alan Cheevers,08/02/2021,2(a) Variations to the Galway City Development Plan 2017-2023 - Proposed Variation No. 7 (i) Amend Land Use Zoning and Specific Objectives Map to extend the existing Specific Objective — Bus Route (GTS) to provide for a link through RA zone,for,ocr_winocr,resolved
Galway City,C. Connolly,08/02/2021,2(a) Variations to the Galway City Development Plan 2017-2023 - Proposed Variation No. 7 (i) Amend Land Use Zoning and Specific Objectives Map to extend the existing Specific Objective — Bus Route (GTS) to provide for a link through RA zone,for,ocr_winocr,printed_form
Galway City,John Connolly,08/02/2021,2(a) Variations to the Galway City Development Plan 2017-2023 - Proposed Variation No. 7 (i) Amend Land Use Zoning and Specific Objectives Map to extend the existing Specific Objective — Bus Route (GTS) to provide for a link through RA zone,for,ocr_winocr,resolved
Galway City,M.J. Crowe,08/02/2021,2(a) Variations to the Galway City Development Plan 2017-2023 - Proposed Variation No. 7 (i) Amend Land Use Zoning and Specific Objectives Map to extend the existing Specific Objective — Bus Route (GTS) to provide for a link through RA zone,for,ocr_winocr,printed_form
Galway City,Mike Cubbard,08/02/2021,2(a) Variations to the Galway City Development Plan 2017-2023 - Proposed Variation No. 7 (i) Amend Land Use Zoning and Specific Objectives Map to extend the existing Specific Objective — Bus Route (GTS) to provide for a link through RA zone,for,ocr_winocr,resolved
Galway City,Frank Fahy,08/02/2021,2(a) Variations to the Galway City Development Plan 2017-2023 - Proposed Variation No. 7 (i) Amend Land Use Zoning and Specific Objectives Map to extend the existing Specific Objective — Bus Route (GTS) to provide for a link through RA zone,for,ocr_winocr,resolved
Galway City,O. Hanley,08/02/2021,2(a) Variations to the Galway City Development Plan 2017-2023 - Proposed Variation No. 7 (i) Amend Land Use Zoning and Specific Objectives Map to extend the existing Specific Objective — Bus Route (GTS) to provide for a link through RA zone,for,ocr_winocr,printed_form
Galway City,Eddie Hoare,08/02/2021,2(a) Variations to the Galway City Development Plan 2017-2023 - Proposed Variation No. 7 (i) Amend Land Use Zoning and Specific Objectives Map to extend the existing Specific Objective — Bus Route (GTS) to provide for a link through RA zone,for,ocr_winocr,resolved
Galway City,Donal Lyons,08/02/2021,2(a) Variations to the Galway City Development Plan 2017-2023 - Proposed Variation No. 7 (i) Amend Land Use Zoning and Specific Objectives Map to extend the existing Specific Objective — Bus Route (GTS) to provide for a link through RA zone,for,ocr_winocr,resolved
Galway City,Declan McDonnell,08/02/2021,2(a) Variations to the Galway City Development Plan 2017-2023 - Proposed Variation No. 7 (i) Amend Land Use Zoning and Specific Objectives Map to extend the existing Specific Objective — Bus Route (GTS) to provide for a link through RA zone,for,ocr_winocr,resolved
Galway City,Níall McNelis,08/02/2021,2(a) Variations to the Galway City Development Plan 2017-2023 - Proposed Variation No. 7 (i) Amend Land Use Zoning and Specific Objectives Map to extend the existing Specific Objective — Bus Route (GTS) to provide for a link through RA zone,for,ocr_winocr,resolved
Galway City,N. Murphy,08/02/2021,2(a) Variations to the Galway City Development Plan 2017-2023 - Proposed Variation No. 7 (i) Amend Land Use Zoning and Specific Objectives Map to extend the existing Specific Objective — Bus Route (GTS) to provide for a link through RA zone,for,ocr_winocr,printed_form
Galway City,M. O'Connor,08/02/2021,2(a) Variations to the Galway City Development Plan 2017-2023 - Proposed Variation No. 7 (i) Amend Land Use Zoning and Specific Objectives Map to extend the existing Specific Objective — Bus Route (GTS) to provide for a link through RA zone,for,ocr_winocr,printed_form
Galway City,Terry O'Flaherty,08/02/2021,2(a) Variations to the Galway City Development Plan 2017-2023 - Proposed Variation No. 7 (i) Amend Land Use Zoning and Specific Objectives Map to extend the existing Specific Objective — Bus Route (GTS) to provide for a link through RA zone,for,ocr_winocr,resolved
Galway City,l. Byrne,08/02/2021,(vote 2 of 2),for,ocr_winocr,printed_form
Galway City,Alan Cheevers,08/02/2021,(vote 2 of 2),for,ocr_winocr,resolved
Galway City,John Connolly,08/02/2021,(vote 2 of 2),for,ocr_winocr,resolved
Galway City,M.J. Crowe,08/02/2021,(vote 2 of 2),for,ocr_winocr,printed_form
Galway City,Mike Cubbard,08/02/2021,(vote 2 of 2),for,ocr_winocr,resolved
Galway City,Frank Fahy,08/02/2021,(vote 2 of 2),for,ocr_winocr,resolved
Galway City,O. Hanley,08/02/2021,(vote 2 of 2),for,ocr_winocr,printed_form
Galway City,Clodagh Higgins,08/02/2021,(vote 2 of 2),for,ocr_winocr,resolved
Galway City,Eddie Hoare,08/02/2021,(vote 2 of 2),for,ocr_winocr,resolved
Galway City,Declan McDonnell,08/02/2021,(vote 2 of 2),for,ocr_winocr,resolved
Galway City,Níall McNelis,08/02/2021,(vote 2 of 2),for,ocr_winocr,resolved
Galway City,Terry O'Flaherty,08/02/2021,(vote 2 of 2),for,ocr_winocr,resolved
Galway City,C. Connolly,08/02/2021,(vote 2 of 2),against,ocr_winocr,printed_form
Galway City,Donal Lyons,08/02/2021,(vote 2 of 2),against,ocr_winocr,resolved
Galway City,N. Murphy,08/02/2021,(vote 2 of 2),against,ocr_winocr,printed_form
Galway City,M. O'Connor,08/02/2021,(vote 2 of 2),against,ocr_winocr,printed_form
Galway City,l. Byrne,08/03/2021,To adopt the Development Contribution Scheme 2020 — 2026 — per Report circulated'.,for,ocr_winocr,printed_form
Galway City,Alan Cheevers,08/03/2021,To adopt the Development Contribution Scheme 2020 — 2026 — per Report circulated'.,for,ocr_winocr,resolved
Galway City,C. Connolly,08/03/2021,To adopt the Development Contribution Scheme 2020 — 2026 — per Report circulated'.,for,ocr_winocr,printed_form
Galway City,John Connolly,08/03/2021,To adopt the Development Contribution Scheme 2020 — 2026 — per Report circulated'.,for,ocr_winocr,resolved
Galway City,M.J. Crowe,08/03/2021,To adopt the Development Contribution Scheme 2020 — 2026 — per Report circulated'.,for,ocr_winocr,printed_form
Galway City,Frank Fahy,08/03/2021,To adopt the Development Contribution Scheme 2020 — 2026 — per Report circulated'.,for,ocr_winocr,resolved
Galway City,Clodagh Higgins,08/03/2021,To adopt the Development Contribution Scheme 2020 — 2026 — per Report circulated'.,for,ocr_winocr,resolved
Galway City,Eddie Hoare,08/03/2021,To adopt the Development Contribution Scheme 2020 — 2026 — per Report circulated'.,for,ocr_winocr,resolved
Galway City,Peter Keane,08/03/2021,To adopt the Development Contribution Scheme 2020 — 2026 — per Report circulated'.,for,ocr_winocr,resolved
Galway City,N. Larkin,08/03/2021,To adopt the Development Contribution Scheme 2020 — 2026 — per Report circulated'.,for,ocr_winocr,printed_form
Galway City,Donal Lyons,08/03/2021,To adopt the Development Contribution Scheme 2020 — 2026 — per Report circulated'.,for,ocr_winocr,resolved
Galway City,Declan McDonnell,08/03/2021,To adopt the Development Contribution Scheme 2020 — 2026 — per Report circulated'.,for,ocr_winocr,resolved
Galway City,N. Murphy,08/03/2021,To adopt the Development Contribution Scheme 2020 — 2026 — per Report circulated'.,for,ocr_winocr,printed_form
Galway City,M. O'Connor,08/03/2021,To adopt the Development Contribution Scheme 2020 — 2026 — per Report circulated'.,for,ocr_winocr,printed_form
Galway City,Terry O'Flaherty,08/03/2021,To adopt the Development Contribution Scheme 2020 — 2026 — per Report circulated'.,for,ocr_winocr,resolved
Galway City,O. Hanley,08/03/2021,To adopt the Development Contribution Scheme 2020 — 2026 — per Report circulated'.,against,ocr_winocr,printed_form
Galway City,l. Byrne,09/11/2020,2(a) (i) To rescind the agreed date for the holding of the Annual Budget Meeting — scheduled for 16th November 2020 2(a) (ii) To set a new date for the Annual Budget Meeting — proposed for 30th November 2020,for,ocr_winocr,printed_form
Galway City,Alan Cheevers,09/11/2020,2(a) (i) To rescind the agreed date for the holding of the Annual Budget Meeting — scheduled for 16th November 2020 2(a) (ii) To set a new date for the Annual Budget Meeting — proposed for 30th November 2020,for,ocr_winocr,resolved
Galway City,C. Connolly,09/11/2020,2(a) (i) To rescind the agreed date for the holding of the Annual Budget Meeting — scheduled for 16th November 2020 2(a) (ii) To set a new date for the Annual Budget Meeting — proposed for 30th November 2020,for,ocr_winocr,printed_form
Galway City,John Connolly,09/11/2020,2(a) (i) To rescind the agreed date for the holding of the Annual Budget Meeting — scheduled for 16th November 2020 2(a) (ii) To set a new date for the Annual Budget Meeting — proposed for 30th November 2020,for,ocr_winocr,resolved
Galway City,M.J. Crowe,09/11/2020,2(a) (i) To rescind the agreed date for the holding of the Annual Budget Meeting — scheduled for 16th November 2020 2(a) (ii) To set a new date for the Annual Budget Meeting — proposed for 30th November 2020,for,ocr_winocr,printed_form
Galway City,Mike Cubbard,09/11/2020,2(a) (i) To rescind the agreed date for the holding of the Annual Budget Meeting — scheduled for 16th November 2020 2(a) (ii) To set a new date for the Annual Budget Meeting — proposed for 30th November 2020,for,ocr_winocr,resolved
Galway City,Frank Fahy,09/11/2020,2(a) (i) To rescind the agreed date for the holding of the Annual Budget Meeting — scheduled for 16th November 2020 2(a) (ii) To set a new date for the Annual Budget Meeting — proposed for 30th November 2020,for,ocr_winocr,resolved
Galway City,O. Hanley,09/11/2020,2(a) (i) To rescind the agreed date for the holding of the Annual Budget Meeting — scheduled for 16th November 2020 2(a) (ii) To set a new date for the Annual Budget Meeting — proposed for 30th November 2020,for,ocr_winocr,printed_form
Galway City,Clodagh Higgins,09/11/2020,2(a) (i) To rescind the agreed date for the holding of the Annual Budget Meeting — scheduled for 16th November 2020 2(a) (ii) To set a new date for the Annual Budget Meeting — proposed for 30th November 2020,for,ocr_winocr,resolved
Galway City,Eddie Hoare,09/11/2020,2(a) (i) To rescind the agreed date for the holding of the Annual Budget Meeting — scheduled for 16th November 2020 2(a) (ii) To set a new date for the Annual Budget Meeting — proposed for 30th November 2020,for,ocr_winocr,resolved
Galway City,N. Larkin,09/11/2020,2(a) (i) To rescind the agreed date for the holding of the Annual Budget Meeting — scheduled for 16th November 2020 2(a) (ii) To set a new date for the Annual Budget Meeting — proposed for 30th November 2020,for,ocr_winocr,printed_form
Galway City,Donal Lyons,09/11/2020,2(a) (i) To rescind the agreed date for the holding of the Annual Budget Meeting — scheduled for 16th November 2020 2(a) (ii) To set a new date for the Annual Budget Meeting — proposed for 30th November 2020,for,ocr_winocr,resolved
Galway City,Declan McDonnell,09/11/2020,2(a) (i) To rescind the agreed date for the holding of the Annual Budget Meeting — scheduled for 16th November 2020 2(a) (ii) To set a new date for the Annual Budget Meeting — proposed for 30th November 2020,for,ocr_winocr,resolved
